Quê quán,Tuổi tác,Giới tính,Nghề nghiệp,Thu nhập (triệu),Ngân sách thuê nhà (triệu),Thói quen sinh hoạt,Yêu cầu tiện nghi,Địa điểm mục tiêu,Khu vực mong muốn,Diện tích (m2),Số phòng
Phú Thọ,20,Nam,Sinh viên,4,1,Nuôi thú cưng,"['Nhà vệ sinh riêng', 'Chỗ để xe', 'An ninh tốt']","{'Latitude': 10.557743, 'Longitude': 107.104044}",Hoài Đức,18,2
Thái Nguyên,29,Nữ,Phục vụ,5,2,Không quan trọng,['Nội thất sẵn'],"{'Latitude': 20.099962, 'Longitude': 102.205804}",Sóc Sơn,37,3
Điện Biên,25,Nữ,Công nhân,7,4,Không quan trọng,"['Nội thất sẵn', 'An ninh tốt']","{'Latitude': 12.306579, 'Longitude': 108.635946}",Thanh Xuân,11,4
Bắc Kạn,34,Nam,Nhân viên văn phòng,17,1,Nuôi thú cưng,['An ninh tốt'],"{'Latitude': 17.021601, 'Longitude': 107.7753}",Đan Phượng,46,3
Lai Châu,28,Nữ,Công nhân,18,1,Nuôi thú cưng,"['Bếp', 'Máy lạnh', 'Nhà vệ sinh riêng']","{'Latitude': 9.362732, 'Longitude': 102.548382}",Tây Hồ,11,1
Bắc Ninh,32,Nam,Phục vụ,15,4,Nuôi thú cưng,"['Chỗ để xe', 'Bếp', 'Máy lạnh']","{'Latitude': 12.567109, 'Longitude': 105.965021}",Long Biên,35,1
Lào Cai,26,Nam,Phục vụ,13,5,Nuôi thú cưng,"['Nhà vệ sinh riêng', 'Máy lạnh', 'Nội thất sẵn']","{'Latitude': 9.285029, 'Longitude': 105.319374}",Chương Mỹ,20,1
Thái Nguyên,29,Nam,Phục vụ,9,5,Nuôi thú cưng,"['An ninh tốt', 'Nhà vệ sinh riêng', 'Nội thất sẵn', 'Bếp']","{'Latitude': 23.26157, 'Longitude': 107.500121}",Cầu Giấy,50,2
Hải Dương,30,Nam,Phục vụ,5,2,Thích yên tĩnh,['An ninh tốt'],"{'Latitude': 15.664295, 'Longitude': 104.859224}",Đống Đa,17,3
Hà Nam,22,Nữ,Sinh viên,4,2,Nuôi thú cưng,"['Chỗ để xe', 'Bếp', 'Máy lạnh', 'Nội thất sẵn']","{'Latitude': 13.861344, 'Longitude': 104.183675}",Mỹ Đức,25,2
Lào Cai,29,Nữ,Kỹ sư,14,3,Không quan trọng,"['Bếp', 'Nội thất sẵn', 'Nhà vệ sinh riêng']","{'Latitude': 21.961767, 'Longitude': 107.95885}",Hà Đông,25,4
Hà Giang,25,Nữ,Phục vụ,20,3,Nuôi thú cưng,"['Chỗ để xe', 'Bếp']","{'Latitude': 16.384489, 'Longitude': 107.778816}",Hoài Đức,43,1
Quảng Ninh,32,Nam,Kỹ sư,11,3,Không quan trọng,['Máy lạnh'],"{'Latitude': 12.726719, 'Longitude': 108.805483}",Bắc Từ Liêm,38,2
Hải Phòng,20,Nữ,Sinh viên,6,5,Nuôi thú cưng,"['An ninh tốt', 'Bếp']","{'Latitude': 9.286386, 'Longitude': 105.340971}",Hoàn Kiếm,23,1
Vĩnh Phúc,30,Nam,Công nhân,5,2,Thích yên tĩnh,"['An ninh tốt', 'Nhà vệ sinh riêng']","{'Latitude': 11.05882, 'Longitude': 106.034097}",Gia Lâm,26,2
Lào Cai,20,Nữ,Sinh viên,3,4,Thích yên tĩnh,['An ninh tốt'],"{'Latitude': 13.204075, 'Longitude': 104.70831}",Gia Lâm,31,4
Hòa Bình,19,Nữ,Sinh viên,10,4,Nuôi thú cưng,['Bếp'],"{'Latitude': 13.358216, 'Longitude': 107.685078}",Mỹ Đức,10,2
Bắc Ninh,27,Nữ,Freelancer,9,4,Thích yên tĩnh,['Nội thất sẵn'],"{'Latitude': 9.841105, 'Longitude': 107.037984}",Sơn Tây,22,4
Bắc Ninh,24,Nam,Phục vụ,11,1,Không quan trọng,['An ninh tốt'],"{'Latitude': 19.68487, 'Longitude': 104.944206}",Long Biên,36,2
Lạng Sơn,33,Nam,Phục vụ,6,4,Thích yên tĩnh,"['Nhà vệ sinh riêng', 'An ninh tốt', 'Máy lạnh']","{'Latitude': 16.049353, 'Longitude': 105.382186}",Chương Mỹ,49,4
Bắc Giang,31,Nam,Kỹ sư,5,5,Thích yên tĩnh,"['Bếp', 'Máy lạnh']","{'Latitude': 17.805416, 'Longitude': 106.558778}",Hoàn Kiếm,50,4
Hải Phòng,28,Nam,Nhân viên văn phòng,10,2,Nuôi thú cưng,['Nội thất sẵn'],"{'Latitude': 8.769815, 'Longitude': 105.826194}",Sơn Tây,18,2
Bắc Ninh,33,Nữ,Phục vụ,20,1,Thích yên tĩnh,"['Nhà vệ sinh riêng', 'An ninh tốt', 'Máy lạnh', 'Nội thất sẵn']","{'Latitude': 11.784015, 'Longitude': 106.958995}",Mỹ Đức,40,1
Nam Định,18,Nam,Sinh viên,10,3,Không quan trọng,['Bếp'],"{'Latitude': 23.296802, 'Longitude': 103.299755}",Đan Phượng,24,3
Cao Bằng,34,Nữ,Nhân viên văn phòng,18,1,Không quan trọng,['Nhà vệ sinh riêng'],"{'Latitude': 11.302158, 'Longitude': 105.305313}",Đông Anh,15,1
Sơn La,33,Nữ,Freelancer,10,4,Thích yên tĩnh,"['Nội thất sẵn', 'Chỗ để xe']","{'Latitude': 12.269229, 'Longitude': 108.826592}",Thanh Trì,38,1
Lào Cai,31,Nữ,Công nhân,19,1,Nuôi thú cưng,"['Chỗ để xe', 'Máy lạnh']","{'Latitude': 22.506223, 'Longitude': 109.42992}",Quốc Oai,26,1
Hải Dương,19,Nam,Sinh viên,10,3,Không quan trọng,"['Nhà vệ sinh riêng', 'Nội thất sẵn', 'An ninh tốt']","{'Latitude': 11.718172, 'Longitude': 108.281683}",Thanh Trì,12,3
Hà Nội,31,Nam,Kỹ sư,12,3,Không quan trọng,['Chỗ để xe'],"{'Latitude': 8.939161, 'Longitude': 109.02932}",Long Biên,49,2
Hòa Bình,32,Nam,Kỹ sư,5,4,Không quan trọng,['Chỗ để xe'],"{'Latitude': 21.963122, 'Longitude': 103.697863}",Hoàn Kiếm,43,1
Hải Phòng,35,Nữ,Freelancer,14,3,Nuôi thú cưng,"['Nội thất sẵn', 'Nhà vệ sinh riêng']","{'Latitude': 21.135033, 'Longitude': 108.785131}",Sơn Tây,11,2
Hải Phòng,20,Nữ,Sinh viên,6,4,Nuôi thú cưng,"['Máy lạnh', 'Nội thất sẵn']","{'Latitude': 8.36157, 'Longitude': 103.265735}",Tây Hồ,47,3
Yên Bái,32,Nam,Nhân viên văn phòng,15,1,Không quan trọng,"['Nội thất sẵn', 'Bếp', 'Nhà vệ sinh riêng', 'Chỗ để xe']","{'Latitude': 21.823836, 'Longitude': 108.000776}",Gia Lâm,18,4
Tuyên Quang,20,Nữ,Sinh viên,4,2,Không quan trọng,['Bếp'],"{'Latitude': 8.866923, 'Longitude': 104.841069}",Ba Đình,39,4
Lai Châu,35,Nam,Phục vụ,9,4,Nuôi thú cưng,"['Bếp', 'Máy lạnh']","{'Latitude': 15.164959, 'Longitude': 107.108731}",Sơn Tây,47,2
Hà Giang,25,Nữ,Phục vụ,14,2,Nuôi thú cưng,"['Máy lạnh', 'Bếp', 'Nhà vệ sinh riêng', 'Nội thất sẵn']","{'Latitude': 19.990042, 'Longitude': 106.145465}",Hoài Đức,17,3
Quảng Ninh,25,Nam,Nhân viên văn phòng,12,2,Nuôi thú cưng,"['Máy lạnh', 'Bếp']","{'Latitude': 20.432194, 'Longitude': 105.077991}",Ba Đình,16,2
Tuyên Quang,27,Nữ,Nhân viên văn phòng,13,5,Nuôi thú cưng,"['Máy lạnh', 'An ninh tốt', 'Nhà vệ sinh riêng']","{'Latitude': 13.39994, 'Longitude': 105.163872}",Nam Từ Liêm,27,1
Lai Châu,20,Nữ,Sinh viên,3,2,Thích yên tĩnh,"['Nhà vệ sinh riêng', 'Chỗ để xe']","{'Latitude': 12.072306, 'Longitude': 105.924637}",Tây Hồ,10,2
Lạng Sơn,25,Nữ,Phục vụ,14,3,Không quan trọng,"['Nội thất sẵn', 'Bếp', 'An ninh tốt']","{'Latitude': 15.763875, 'Longitude': 102.519479}",Hoàn Kiếm,13,2
Thái Bình,29,Nữ,Phục vụ,5,3,Nuôi thú cưng,['Nhà vệ sinh riêng'],"{'Latitude': 17.056917, 'Longitude': 108.587721}",Thạch Thất,20,4
Tuyên Quang,20,Nữ,Sinh viên,6,1,Nuôi thú cưng,"['Nội thất sẵn', 'An ninh tốt']","{'Latitude': 8.454534, 'Longitude': 106.648956}",Hoài Đức,44,1
Hòa Bình,24,Nam,Kỹ sư,10,1,Không quan trọng,"['Nội thất sẵn', 'Nhà vệ sinh riêng']","{'Latitude': 22.935721, 'Longitude': 107.621031}",Đống Đa,39,2
Hà Giang,29,Nam,Freelancer,15,2,Nuôi thú cưng,['Nhà vệ sinh riêng'],"{'Latitude': 9.785979, 'Longitude': 107.640823}",Thanh Trì,37,1
Lai Châu,34,Nữ,Nhân viên văn phòng,5,3,Nuôi thú cưng,"['Chỗ để xe', 'Nhà vệ sinh riêng', 'Bếp', 'Nội thất sẵn']","{'Latitude': 13.085869, 'Longitude': 108.957894}",Sóc Sơn,21,2
Bắc Ninh,35,Nữ,Kỹ sư,11,3,Thích yên tĩnh,"['Nội thất sẵn', 'Bếp', 'Nhà vệ sinh riêng']","{'Latitude': 12.71003, 'Longitude': 108.670534}",Hà Đông,16,2
Vĩnh Phúc,27,Nam,Phục vụ,6,5,Nuôi thú cưng,"['An ninh tốt', 'Nội thất sẵn', 'Bếp', 'Máy lạnh']","{'Latitude': 18.267996, 'Longitude': 105.513407}",Ba Vì,24,4
Cao Bằng,21,Nam,Sinh viên,6,3,Thích yên tĩnh,"['Máy lạnh', 'Nội thất sẵn', 'Bếp']","{'Latitude': 11.771857, 'Longitude': 106.169384}",Gia Lâm,49,4
Hải Phòng,31,Nữ,Nhân viên văn phòng,6,1,Nuôi thú cưng,"['Bếp', 'Máy lạnh', 'Nội thất sẵn']","{'Latitude': 16.261566, 'Longitude': 105.34983}",Gia Lâm,10,1
Hòa Bình,26,Nam,Freelancer,7,4,Không quan trọng,"['Máy lạnh', 'Nhà vệ sinh riêng']","{'Latitude': 10.160411, 'Longitude': 103.522112}",Đan Phượng,10,2
Hà Nội,21,Nữ,Sinh viên,5,2,Không quan trọng,"['Nội thất sẵn', 'Chỗ để xe', 'Nhà vệ sinh riêng']","{'Latitude': 20.324749, 'Longitude': 103.372445}",Ba Vì,22,1
Yên Bái,24,Nam,Công nhân,12,1,Nuôi thú cưng,['Nhà vệ sinh riêng'],"{'Latitude': 12.5393, 'Longitude': 104.080415}",Hoài Đức,40,2
Hòa Bình,28,Nữ,Nhân viên văn phòng,15,1,Thích yên tĩnh,"['Máy lạnh', 'Nhà vệ sinh riêng']","{'Latitude': 15.334748, 'Longitude': 103.080137}",Sóc Sơn,49,2
Hưng Yên,32,Nữ,Kỹ sư,16,2,Nuôi thú cưng,"['An ninh tốt', 'Máy lạnh', 'Bếp', 'Chỗ để xe']","{'Latitude': 20.54896, 'Longitude': 109.096925}",Chương Mỹ,29,3
Lai Châu,25,Nam,Nhân viên văn phòng,19,3,Thích yên tĩnh,['Bếp'],"{'Latitude': 9.228496, 'Longitude': 102.39286}",Sóc Sơn,34,2
Thái Nguyên,31,Nam,Kỹ sư,14,4,Nuôi thú cưng,"['Chỗ để xe', 'Bếp', 'Nhà vệ sinh riêng']","{'Latitude': 20.661494, 'Longitude': 107.479209}",Nam Từ Liêm,29,3
Thái Nguyên,20,Nữ,Sinh viên,10,3,Không quan trọng,"['Nhà vệ sinh riêng', 'Máy lạnh']","{'Latitude': 8.576413, 'Longitude': 106.699285}",Long Biên,25,2
Quảng Ninh,29,Nam,Phục vụ,10,3,Không quan trọng,['Bếp'],"{'Latitude': 18.397352, 'Longitude': 103.212337}",Chương Mỹ,43,2
Hải Phòng,30,Nữ,Kỹ sư,17,4,Thích yên tĩnh,"['Máy lạnh', 'Nội thất sẵn', 'Bếp']","{'Latitude': 8.451606, 'Longitude': 106.010737}",Bắc Từ Liêm,25,2
Nam Định,23,Nam,Kỹ sư,6,5,Không quan trọng,"['Chỗ để xe', 'Máy lạnh', 'An ninh tốt', 'Nhà vệ sinh riêng']","{'Latitude': 13.539876, 'Longitude': 108.41077}",Đông Anh,36,3
Ninh Bình,30,Nam,Phục vụ,16,1,Thích yên tĩnh,"['Nội thất sẵn', 'Nhà vệ sinh riêng', 'An ninh tốt']","{'Latitude': 17.34491, 'Longitude': 104.457064}",Thanh Trì,38,3
Bắc Ninh,34,Nữ,Phục vụ,20,2,Không quan trọng,"['Chỗ để xe', 'An ninh tốt', 'Nội thất sẵn']","{'Latitude': 21.210712, 'Longitude': 103.119791}",Phú Xuyên,35,2
Quảng Ninh,27,Nam,Kỹ sư,15,4,Thích yên tĩnh,"['Bếp', 'Máy lạnh', 'An ninh tốt', 'Nội thất sẵn']","{'Latitude': 8.784203, 'Longitude': 104.62803}",Chương Mỹ,22,3
Phú Thọ,30,Nữ,Kỹ sư,19,1,Thích yên tĩnh,"['Nội thất sẵn', 'Chỗ để xe', 'Bếp', 'Nhà vệ sinh riêng']","{'Latitude': 14.146544, 'Longitude': 105.785068}",Ứng Hòa,30,4
Thái Nguyên,35,Nam,Công nhân,5,3,Nuôi thú cưng,"['Nhà vệ sinh riêng', 'Nội thất sẵn']","{'Latitude': 9.282812, 'Longitude': 108.13165}",Gia Lâm,46,1
